<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	5
2	33
3	156
4	160
5	310
6	412
7	436
8	447
9	721
10	722
11	760
12	760
13	790
14	803
15	806
16	808
17	854
18	1010
19	1056
20	1075
21	1356
22	1543
23	1553
24	1567
25	1693
26	1695
27	1702
28	1705
29	1726
30	1746
31	1748
32	1754
33	2017
34	2019
35	2047
36	2049
37	2072
38	2124
39	2127
40	2131
41	2265
42	2284
43	2297
44	2299
45	2301
46	2301
47	2301
48	2301
49	2312
50	2326
51	2328
52	2343
53	2351
54	2371
55	2371
56	2386
57	2395
58	2396
59	2397
60	2398
61	2400
62	2406
63	2407
64	2408
65	2441
66	2467
67	2470
68	2481
69	2527
70	2616
71	2626
72	2763
73	2849
74	2853
75	2856
76	2860
77	2869
78	2872
79	2874
80	2998
81	3270
82	3305
83	3349
84	3664
85	3751
86	3853
87	3938
88	4016
89	4036
90	4036
91	4037
92	4037
93	4044
94	4049
95	4055
96	4180
97	4202
98	4330
99	4335
100	4382
101	4383
102	4386
103	4386
104	4392
105	6972
106	7287
107	7646
108	7661
109	7661
110	7661
111	7664
112	7668
113	7674
114	7675
115	7679
116	7708
117	7721
118	7733
119	7735
120	7745
121	7745
122	7746
123	7747
124	7749
125	7754
126	7754
127	7754
128	7815
129	7918
130	7940
131	7958
132	8090
133	8090
134	8097
135	8098
136	8099
137	8111
138	8116
139	8119
140	8136
141	8139
142	8141
143	8142
144	8143
145	8161
146	8166
147	8166
148	8178
149	8182
150	8192
151	8195
152	8238
153	8239
154	8240
155	8240
156	8242
157	8242
158	8245
159	8245
160	8248
161	8415
162	8416
163	8467
164	8470
165	8491
166	8531
167	8554
168	8559
169	8578
170	8588
171	8609
172	8611
173	8612
174	8612
175	8614
176	8615
177	8618
178	8620
179	8632
180	8634
181	8636
182	8639
183	8644
184	8645
185	8645
186	8645
187	8645
188	8645
189	8645
190	8645
191	8645
192	8648
193	8658
194	8658
195	8658
196	8662
197	8673
198	8679
199	8683
200	8685
201	8687
202	8687
203	8688
204	8688
205	8692
206	8693
207	8693
208	8711
209	8729
210	8733
211	8751
212	8755
213	8797
214	8807
215	8810
216	8812
217	8812
218	8812
219	8813
220	8813
221	8821
222	8824
223	8824
224	8842
225	8843
226	8858
227	8859
228	8865
229	8866
230	8866
231	8866
232	8866
233	9276
234	9308
235	9388
236	9389
237	9389
238	9389
239	9389
240	9390
241	9418
242	9420
243	9435
244	9601
245	9625
246	9632
247	9647
248	9788
249	9791
250	9793
251	9794
252	9804
253	9816
254	9819
255	9830
256	10242
257	10289
258	10329
259	10338
260	10342
261	15755
262	16598
263	16638
264	16754
265	16761
266	16766
267	16768
268	16770
269	17826
270	17980
271	17988
272	18014
273	18305
274	18435
275	18502
276	18988
277	19326
278	19447
279	20075
280	20083
281	20112
282	20115
283	20123
284	20189
285	20323
286	20476
287	20558
288	20577
289	20612
290	20735
291	20740
292	20757
293	20767
294	20888
295	20892
296	20905
297	21025
