<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>logWordPrior</file>
0	-7.3456583
1	-5.7005024
2	-4.234165
3	-7.546329
4	-4.036443
5	-4.4205437
6	-5.851733
7	-6.6080594
8	-3.435455
9	-8.644941
10	-5.3997483
11	-9.743553
12	-5.6326795
13	-6.4477167
14	-7.797643
15	-8.134115
16	-5.210954
17	-3.9973502
18	-5.210954
19	-6.079992
20	-3.4102738
21	-3.8166275
22	-6.699031
23	-6.376258
24	-4.210164
25	-8.134115
26	-7.0355034
27	-7.797643
28	-5.982353
29	-6.0299816
30	-8.134115
31	-7.178604
32	-3.476353
33	-8.134115
34	-5.7005024
35	-8.134115
36	-5.893406
37	-5.0895934
38	-7.797643
39	-7.546329
40	-4.1488423
41	-6.079992
42	-6.4477167
43	-8.134115
44	-8.134115
45	-9.743553
46	-9.743553
47	-9.743553
48	-6.6080594
49	-6.376258
50	-8.134115
51	-6.3095665
52	-6.9103403
53	-6.0299816
54	-9.743553
55	-6.3095665
56	-6.7991147
57	-8.644941
58	-8.644941
59	-8.644941
60	-8.134115
61	-7.178604
62	-8.644941
63	-8.644941
64	-5.538861
65	-5.7732615
66	-7.797643
67	-6.6080594
68	-5.210954
69	-4.5561676
70	-6.699031
71	-4.1267824
72	-4.590262
73	-7.546329
74	-7.797643
75	-7.546329
76	-6.7991147
77	-7.797643
78	-8.134115
79	-4.2261004
80	-3.4427676
81	-5.4808736
82	-5.254917
83	-3.2962477
84	-4.578768
85	-4.4205437
86	-4.60189
87	-4.687308
88	-6.0299816
89	-9.743553
90	-8.644941
91	-9.743553
92	-7.0355034
93	-7.3456583
94	-7.178604
95	-4.2181005
96	-5.936891
97	-4.1944776
98	-7.3456583
99	-5.189677
100	-8.644941
101	-7.797643
102	-9.743553
103	-7.178604
104	-1.1946679
105	-3.2962477
106	-3.165692
107	-6.3095665
108	-9.743553
109	-9.743553
110	-7.797643
111	-7.546329
112	-7.178604
113	-8.644941
114	-7.546329
115	-5.666016
116	-6.4477167
117	-6.5246778
118	-8.134115
119	-6.699031
120	-9.743553
121	-8.644941
122	-8.644941
123	-8.134115
124	-7.3456583
125	-9.743553
126	-9.743553
127	-4.9313693
128	-4.410835
129	-5.936891
130	-6.1326356
131	-4.1638236
132	-9.743553
133	-7.0355034
134	-8.644941
135	-8.644941
136	-6.5246778
137	-7.3456583
138	-7.797643
139	-6.1882052
140	-7.797643
141	-8.134115
142	-8.644941
143	-8.644941
144	-6.1326356
145	-7.3456583
146	-9.743553
147	-6.5246778
148	-7.546329
149	-6.699031
150	-7.797643
151	-5.2776456
152	-8.644941
153	-8.644941
154	-9.743553
155	-8.134115
156	-9.743553
157	-7.797643
158	-9.743553
159	-7.797643
160	-3.929423
161	-8.644941
162	-5.1088247
163	-7.797643
164	-5.982353
165	-5.3491044
166	-5.893406
167	-7.3456583
168	-6.079992
169	-6.699031
170	-5.982353
171	-8.134115
172	-8.644941
173	-9.743553
174	-8.134115
175	-8.644941
176	-7.797643
177	-8.134115
178	-6.5246778
179	-8.134115
180	-8.134115
181	-7.797643
182	-7.3456583
183	-8.644941
184	-9.743553
185	-9.743553
186	-9.743553
187	-9.743553
188	-9.743553
189	-9.743553
190	-9.743553
191	-7.797643
192	-6.699031
193	-9.743553
194	-9.743553
195	-7.546329
196	-6.6080594
197	-7.178604
